Title,Price,Rating,Num Of Reviews,Author,Book Type,Genre,Cover Image,Interesting
مكتبة الطفل الاولى الحيوانات,2,5.0,0.00012,Unknown,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458609.jpg",1
مكتبة الطفل الاولى جسمي,2,5.0,0.00012,Unknown,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458613.jpg",1
العجلات المتحركة سيارة الاسعاف,1,5.0,0.00012,The wheel chain.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/458620.jpg",1
السر نسخة الذكرى السنوية العاشرة للكتاب,4,2.3,0.0005,Rhonda Byrn.,غلاف مقوى,Self-Help & Personal Development,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/471945.jpg",1
هايدي,0,4.0,0.00012,The great story series.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/7/470317.jpg",1
حكايات الخمس دقائق قصص للاولاد مغامرات رائعة للاولاد,1,5.0,0.00012,Five-minute story series,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429633.jpg",1
حكايات الخمس دقائق قصص للبنات قصص لطيفة و جذابة,1,5.0,0.00037,Five-minute story series,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429634.jpg",1
501 شيء لتبحث عنها الكثير من الاشياء للبحث عنها والعثور عليها 8 طيور,1,5.0,0.00025,Greer's library.,غلاف مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/2/429646.jpg",0
صغار المزرعة,0,5.0,0.00012,The fabulous little chain of animals.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/452125.jpg",1
ألوان لتلمسها الاصفر,1,5.0,0.00012,The color chain to touch.,كتاب مقوى,Children & Young Adults,"https://www.jarir.com/cdn-cgi/image/fit=contain,width=350,height=auto,quality=85,metadata=none/https://ak-asset.jarir.com/akeneo-prod/asset/m1images/4/5/452336.jpg",1
